#SampleID	tube.number	empty.tube.weight..mg.	full.tube.weight..mg.	sample.weight..mg.	volume.of.water.for.homogenization..50.mg.in.125.uL.	volume.of.methnanol.for.homogenization..50.mg.in.125.uL..minus.10.uL.volume.removed.for.DNA..except.for.samples.below.60.ul.	final.volume_aq	volume.plated_aq	DCM.MeOH.volume..50.mg.in.250.uL.	volume.plated_org	mouse.number	study	sample.type	position	Organ_Position	Digitzed_Organ_Position	days.post.infection	condition	Organ_Posotion_condition_days	imaging.plate.position	collection.date	luminescence_counts	well_Pos
GIMap_P2_SI_Aq.Org_Mixed_C4.mzXML.Peak.area	385	1038.4	1295.4	257	642.5	632.5	1275	110	1285	100	m23	GI map rep 1	small intestine	D	small intestine_D	7	89	uninfected	small intestine_D_uninfected_89	A10	42920	4.792	P2_C4
GIMap_P2_SI_Aq.Org_Mixed_C5.mzXML.Peak.area	386	1037.1	1419	381.9	954.75	944.75	1899.5	110	909.5	100	m23	GI map rep 1	small intestine	C	small intestine_C	6	89	uninfected	small intestine_C_uninfected_89	A11	42920	-7.661	P2_C5
GIMap_P2_SI_Aq.Org_Mixed_C6.mzXML.Peak.area	387	1047.7	1395.1	347.4	868.5	858.5	1727	110	737	100	m23	GI map rep 1	small intestine	B/a	small intestine_B/a	5	89	uninfected	small intestine_B/a_uninfected_89	A12	42920	-9.174	P2_C6
GIMap_P2_Aq.Org_Mixed_G10.mzXML.Peak.area	389	1043.9	1246.7	202.8	507	497	1004	110	1014	100	m23	GI map rep 1	stomach	C	stomach_C	4	89	uninfected	stomach_C_uninfected_89	B2	42920	-16.44	P2_G10
GIMap_P1_LI_Aq.Org_Mixed_A3.mzXML.Peak.area	39	1005.3	1075.4	70.1	175.25	165.25	340.5	110	350.5	100	m3	GI map rep 1	large intestine	B	large intestine_B	12	12	uninfected	large intestine_B_uninfected_12	D4	42844	5.784	P1_A3
GIMap_P2_Aq.Org_Mixed_G11.mzXML.Peak.area	390	1033.9	1115.9	82	205	195	400	110	410	100	m23	GI map rep 1	stomach	B	stomach_B	3	89	uninfected	stomach_B_uninfected_89	B3	42920	37.02	P2_G11
GIMap_P2_Aq.Org_Mixed_G12.mzXML.Peak.area	391	1039.2	1088.5	49.3	123.25	113.25	236.5	110	246.5	100	m23	GI map rep 1	stomach	A	stomach_A	2	89	uninfected	stomach_A_uninfected_89	B4	42920	22.86	P2_G12
P1_Aq.Org_Mixed_B9.mzXML.Peak.area	392	1044.8	1072.2	27.4	68.5	68.5	137	110	137	100	m23	GI map rep 1	oesophagus	NA	oesophagus_NA	1	89	uninfected	oesophagus_NA_uninfected_89	B5	42920	-14.35	P1_B9
GIMap_P2_LI_Aq.Org_Mixed_A11.mzXML.Peak.area	395	1033.6	1106.2	72.6	181.5	171.5	353	110	363	100	m24	GI map rep 1	large intestine	C	large intestine_C	13	89	uninfected	large intestine_C_uninfected_89	B8	42920	5.589	P2_A11
GIMap_P2_LI_Aq.Org_Mixed_A12.mzXML.Peak.area	396	1036.6	1128.5	91.9	229.75	219.75	449.5	110	459.5	100	m24	GI map rep 1	large intestine	B	large intestine_B	12	89	uninfected	large intestine_B_uninfected_89	B9	42920	10.79	P2_A12
GIMap_P2_LI_Aq.Org_Mixed_B1.mzXML.Peak.area	397	1033	1113.9	80.9	202.25	192.25	394.5	110	404.5	100	m24	GI map rep 1	large intestine	A	large intestine_A	11	89	uninfected	large intestine_A_uninfected_89	B10	42920	-18.73	P2_B1
GIMap_P2_LI_Aq.Org_Mixed_B2.mzXML.Peak.area	398	1038.1	1183.1	145	362.5	352.5	715	110	725	100	m24	GI map rep 1	cecum	NA	cecum_NA	10	89	uninfected	cecum_NA_uninfected_89	B11	42920	64.24	P2_B2
GIMap_P1_LI_Aq.Org_Mixed_A4.mzXML.Peak.area	40	1004.9	1082.9	78	195	185	380	110	390	100	m3	GI map rep 1	large intestine	A	large intestine_A	11	12	uninfected	large intestine_A_uninfected_12	D5	42844	58.87	P1_A4
GIMap_P2_SI_Aq.Org_Mixed_C8.mzXML.Peak.area	400	1041.4	1119.9	78.5	196.25	186.25	382.5	110	392.5	100	m24	GI map rep 1	small intestine	F	small intestine_F	9	89	uninfected	small intestine_F_uninfected_89	C1	42920	18.88	P2_C8
GIMap_P2_SI_Aq.Org_Mixed_C9.mzXML.Peak.area	401	1041.7	1121.2	79.5	198.75	188.75	387.5	110	397.5	100	m24	GI map rep 1	small intestine	E	small intestine_E	8	89	uninfected	small intestine_E_uninfected_89	C2	42920	-35.4	P2_C9
GIMap_P2_SI_Aq.Org_Mixed_C10.mzXML.Peak.area	402	1041.4	1266.9	225.5	563.75	553.75	1117.5	110	1127.5	100	m24	GI map rep 1	small intestine	D	small intestine_D	7	89	uninfected	small intestine_D_uninfected_89	C3	42920	17.82	P2_C10
GIMap_P2_SI_Aq.Org_Mixed_C11.mzXML.Peak.area	403	1036.7	1301.3	264.6	661.5	651.5	1313	110	1323	100	m24	GI map rep 1	small intestine	C	small intestine_C	6	89	uninfected	small intestine_C_uninfected_89	C4	42920	-19.3	P2_C11
GIMap_P2_SI_Aq.Org_Mixed_C12.mzXML.Peak.area	404	1038.6	1355.2	316.6	791.5	781.5	1573	110	1583	100	m24	GI map rep 1	small intestine	B/a	small intestine_B/a	5	89	uninfected	small intestine_B/a_uninfected_89	C5	42920	1.532	P2_C12
GIMap_P2_Aq.Org_Mixed_H2.mzXML.Peak.area	406	1036.2	1217.6	181.4	453.5	443.5	897	110	907	100	m24	GI map rep 1	stomach	C	stomach_C	4	89	uninfected	stomach_C_uninfected_89	C7	42920	-4.08	P2_H2
GIMap_P2_Aq.Org_Mixed_H3.mzXML.Peak.area	407	1037.5	1142.5	105	262.5	252.5	515	110	525	100	m24	GI map rep 1	stomach	B	stomach_B	3	89	uninfected	stomach_B_uninfected_89	C8	42920	-5.058	P2_H3
GIMap_P2_Aq.Org_Mixed_H4.mzXML.Peak.area	408	1038.2	1073.2	35	87.5	77.5	165	110	175	100	m24	GI map rep 1	stomach	A	stomach_A	2	89	uninfected	stomach_A_uninfected_89	C9	42920	4.092	P2_H4
P1_Aq.Org_Mixed_B10.mzXML.Peak.area	409	1051.2	1116.8	65.6	164	154	318	110	328	100	m24	GI map rep 1	oesophagus	NA	oesophagus_NA	1	89	uninfected	oesophagus_NA_uninfected_89	C10	42920	42.41	P1_B10
GIMap_P1_LI_Aq.Org_Mixed_A5.mzXML.Peak.area	41	1008.3	1163.2	154.9	387.25	377.25	764.5	110	774.5	100	m3	GI map rep 1	cecum	NA	cecum_NA	10	12	uninfected	cecum_NA_uninfected_12	D6	42844	35.6	P1_A5
GIMap_P2_LI_Aq.Org_Mixed_B4.mzXML.Peak.area	412	1041.6	1125.4	83.8	209.5	199.5	409	110	419	100	m25	GI map rep 1	large intestine	C	large intestine_C	13	89	uninfected	large intestine_C_uninfected_89	D1	42920	-11.91	P2_B4
GIMap_P2_LI_Aq.Org_Mixed_B5.mzXML.Peak.area	413	1047.8	1127.5	79.7	199.25	189.25	388.5	110	398.5	100	m25	GI map rep 1	large intestine	B	large intestine_B	12	89	uninfected	large intestine_B_uninfected_89	D2	42920	1.813	P2_B5
GIMap_P2_LI_Aq.Org_Mixed_B6.mzXML.Peak.area	414	1038	1149.3	111.3	278.25	268.25	546.5	110	556.5	100	m25	GI map rep 1	large intestine	A	large intestine_A	11	89	uninfected	large intestine_A_uninfected_89	D3	42920	18.67	P2_B6
GIMap_P2_LI_Aq.Org_Mixed_B7.mzXML.Peak.area	415	1047.2	1188.8	141.6	354	344	698	110	708	100	m25	GI map rep 1	cecum	NA	cecum_NA	10	89	uninfected	cecum_NA_uninfected_89	D4	42920	28.87	P2_B7
GIMap_P2_SI_Aq.Org_Mixed_D2.mzXML.Peak.area	417	1043.7	1119.2	75.5	188.75	178.75	367.5	110	377.5	100	m25	GI map rep 1	small intestine	F	small intestine_F	9	89	uninfected	small intestine_F_uninfected_89	D6	42920	10.59	P2_D2
GIMap_P2_SI_Aq.Org_Mixed_D3.mzXML.Peak.area	418	1037.6	1126.5	88.9	222.25	212.25	434.5	110	444.5	100	m25	GI map rep 1	small intestine	E	small intestine_E	8	89	uninfected	small intestine_E_uninfected_89	D7	42920	44.74	P2_D3
GIMap_P2_SI_Aq.Org_Mixed_D4.mzXML.Peak.area	419	1040	1251	211	527.5	517.5	1045	110	1055	100	m25	GI map rep 1	small intestine	D	small intestine_D	7	89	uninfected	small intestine_D_uninfected_89	D8	42920	-12.22	P2_D4
GIMap_P2_SI_Aq.Org_Mixed_D5.mzXML.Peak.area	420	1033.5	1305.6	272.1	680.25	670.25	1350.5	110	1360.5	100	m25	GI map rep 1	small intestine	C	small intestine_C	6	89	uninfected	small intestine_C_uninfected_89	D9	42920	26.84	P2_D5
GIMap_P2_SI_Aq.Org_Mixed_D6.mzXML.Peak.area	421	1037.2	1407	369.8	924.5	914.5	1839	110	849	100	m25	GI map rep 1	small intestine	B/a	small intestine_B/a	5	89	uninfected	small intestine_B/a_uninfected_89	D10	42920	-2.583	P2_D6
GIMap_P2_Aq.Org_Mixed_H6.mzXML.Peak.area	423	1039.9	1196.5	156.6	391.5	381.5	773	110	783	100	m25	GI map rep 1	stomach	C	stomach_C	4	89	uninfected	stomach_C_uninfected_89	D12	42920	-16.13	P2_H6
GIMap_P2_Aq.Org_Mixed_H7.mzXML.Peak.area	424	1044.3	1124.1	79.8	199.5	189.5	389	110	399	100	m25	GI map rep 1	stomach	B	stomach_B	3	89	uninfected	stomach_B_uninfected_89	E1	42920	28.49	P2_H7
GIMap_P2_Aq.Org_Mixed_H8.mzXML.Peak.area	425	1035	1094.7	59.7	149.25	139.25	288.5	110	298.5	100	m25	GI map rep 1	stomach	A	stomach_A	2	89	uninfected	stomach_A_uninfected_89	E2	42920	36.4	P2_H8
P1_Aq.Org_Mixed_B11.mzXML.Peak.area	426	1037.4	1064.2	26.8	67	67	134	110	134	100	m25	GI map rep 1	oesophagus	NA	oesophagus_NA	1	89	uninfected	oesophagus_NA_uninfected_89	E3	42920	20.18	P1_B11
GIMap_P2_LI_Aq.Org_Mixed_B9.mzXML.Peak.area	429	1040	1134.7	94.7	236.75	226.75	463.5	110	473.5	100	m26	GI map rep 1	large intestine	C	large intestine_C	13	89	uninfected	large intestine_C_uninfected_89	E6	42920	3.324	P2_B9
GIMap_P1_SI_Aq.Org_Mixed_A2.mzXML.Peak.area	43	989.7	1096.6	106.9	267.25	257.25	524.5	110	534.5	100	m3	GI map rep 1	small intestine	F	small intestine_F	9	12	uninfected	small intestine_F_uninfected_12	D8	42844	11.27	P1_A2
GIMap_P2_LI_Aq.Org_Mixed_B10.mzXML.Peak.area	430	1041.1	1145.8	104.7	261.75	251.75	513.5	110	523.5	100	m26	GI map rep 1	large intestine	B	large intestine_B	12	89	uninfected	large intestine_B_uninfected_89	E7	42920	42.26	P2_B10
GIMap_P2_LI_Aq.Org_Mixed_B11.mzXML.Peak.area	431	1038.7	1152.9	114.2	285.5	275.5	561	110	571	100	m26	GI map rep 1	large intestine	A	large intestine_A	11	89	uninfected	large intestine_A_uninfected_89	E8	42920	8.443	P2_B11
GIMap_P2_LI_Aq.Org_Mixed_B12.mzXML.Peak.area	432	1028.1	1178.7	150.6	376.5	366.5	743	110	753	100	m26	GI map rep 1	cecum	NA	cecum_NA	10	89	uninfected	cecum_NA_uninfected_89	E9	42920	30.13	P2_B12
GIMap_P2_SI_Aq.Org_Mixed_D8.mzXML.Peak.area	434	1035.3	1118.2	82.9	207.25	197.25	404.5	110	414.5	100	m26	GI map rep 1	small intestine	F	small intestine_F	9	89	uninfected	small intestine_F_uninfected_89	E11	42920	-7.026	P2_D8
GIMap_P2_SI_Aq.Org_Mixed_D9.mzXML.Peak.area	435	1044.8	1138.6	93.8	234.5	224.5	459	110	469	100	m26	GI map rep 1	small intestine	E	small intestine_E	8	89	uninfected	small intestine_E_uninfected_89	E12	42920	1.934	P2_D9
GIMap_P2_SI_Aq.Org_Mixed_D10.mzXML.Peak.area	436	1047.5	1248.2	200.7	501.75	491.75	993.5	110	1003.5	100	m26	GI map rep 1	small intestine	D	small intestine_D	7	89	uninfected	small intestine_D_uninfected_89	F1	42920	48	P2_D10
GIMap_P2_SI_Aq.Org_Mixed_D11.mzXML.Peak.area	437	1038.7	1344.3	305.6	764	754	1518	110	1528	100	m26	GI map rep 1	small intestine	C	small intestine_C	6	89	uninfected	small intestine_C_uninfected_89	F2	42920	16.89	P2_D11
GIMap_P2_SI_Aq.Org_Mixed_D12.mzXML.Peak.area	438	1035.9	1439.5	403.6	1009	999	2008	110	1018	100	m26	GI map rep 1	small intestine	B/a	small intestine_B/a	5	89	uninfected	small intestine_B/a_uninfected_89	F3	42920	-7.059	P2_D12
GIMap_P1_SI_Aq.Org_Mixed_A3.mzXML.Peak.area	44	989.2	1111	121.8	304.5	294.5	599	110	609	100	m3	GI map rep 1	small intestine	E	small intestine_E	8	12	uninfected	small intestine_E_uninfected_12	D9	42844	14.13	P1_A3
GIMap_P2_Aq.Org_Mixed_H10.mzXML.Peak.area	440	1035.5	1208.8	173.3	433.25	423.25	856.5	110	866.5	100	m26	GI map rep 1	stomach	C	stomach_C	4	89	uninfected	stomach_C_uninfected_89	F5	42920	28.15	P2_H10
GIMap_P2_Aq.Org_Mixed_H11.mzXML.Peak.area	441	1044.3	1142.5	98.2	245.5	235.5	481	110	491	100	m26	GI map rep 1	stomach	B	stomach_B	3	89	uninfected	stomach_B_uninfected_89	F6	42920	33.34	P2_H11
GIMap_P2_Aq.Org_Mixed_H12.mzXML.Peak.area	442	1035.7	1087.4	51.7	129.25	119.25	248.5	110	258.5	100	m26	GI map rep 1	stomach	A	stomach_A	2	89	uninfected	stomach_A_uninfected_89	F7	42920	39.49	P2_H12
P1_Aq.Org_Mixed_B12.mzXML.Peak.area	443	1038.8	1079.3	40.5	101.25	101.25	202.5	110	202.5	100	m26	GI map rep 1	oesophagus	NA	oesophagus_NA	1	89	uninfected	oesophagus_NA_uninfected_89	F8	42920	48.44	P1_B12
GIMap_P2_LI_Aq.Org_Mixed_C2.mzXML.Peak.area	446	1038.4	1137.1	98.7	246.75	236.75	483.5	110	493.5	100	m27	GI map rep 1	large intestine	C	large intestine_C	13	89	uninfected	large intestine_C_uninfected_89	F11	42920	34.32	P2_C2
GIMap_P2_LI_Aq.Org_Mixed_C3.mzXML.Peak.area	447	1034.3	1106.2	71.9	179.75	169.75	349.5	110	359.5	100	m27	GI map rep 1	large intestine	B	large intestine_B	12	89	uninfected	large intestine_B_uninfected_89	F12	42920	13.94	P2_C3
GIMap_P2_LI_Aq.Org_Mixed_C4.mzXML.Peak.area	448	1047.4	1135.5	88.1	220.25	210.25	430.5	110	440.5	100	m27	GI map rep 1	large intestine	A	large intestine_A	11	89	uninfected	large intestine_A_uninfected_89	G1	42920	-7.442	P2_C4
GIMap_P2_LI_Aq.Org_Mixed_C5.mzXML.Peak.area	449	1033.6	1202.9	169.3	423.25	413.25	836.5	110	846.5	100	m27	GI map rep 1	cecum	NA	cecum_NA	10	89	uninfected	cecum_NA_uninfected_89	G2	42920	-18.64	P2_C5
GIMap_P1_SI_Aq.Org_Mixed_A4.mzXML.Peak.area	45	997.8	1259.8	262	655	645	1300	110	1310	100	m3	GI map rep 1	small intestine	D	small intestine_D	7	12	uninfected	small intestine_D_uninfected_12	D10	42844	12.83	P1_A4
GIMap_P3_SI_Aq.Org_Mixed_A2.mzXML.Peak.area	451	1037.9	1141.2	103.3	258.25	248.25	506.5	110	516.5	100	m27	GI map rep 1	small intestine	F	small intestine_F	9	89	uninfected	small intestine_F_uninfected_89	G4	42920	-2.425	P3_A2
GIMap_P3_SI_Aq.Org_Mixed_A3.mzXML.Peak.area	452	1027.9	1129.2	101.3	253.25	243.25	496.5	110	506.5	100	m27	GI map rep 1	small intestine	E	small intestine_E	8	89	uninfected	small intestine_E_uninfected_89	G5	42920	3.751	P3_A3
GIMap_P3_SI_Aq.Org_Mixed_A4.mzXML.Peak.area	453	1028.1	1237.8	209.7	524.25	514.25	1038.5	110	1048.5	100	m27	GI map rep 1	small intestine	D	small intestine_D	7	89	uninfected	small intestine_D_uninfected_89	G6	42920	23.3	P3_A4
GIMap_P3_SI_Aq.Org_Mixed_A5.mzXML.Peak.area	454	1033.7	1379.3	345.6	864	854	1718	110	728	100	m27	GI map rep 1	small intestine	C	small intestine_C	6	89	uninfected	small intestine_C_uninfected_89	G7	42920	-33.05	P3_A5
GIMap_P3_SI_Aq.Org_Mixed_A6.mzXML.Peak.area	455	1036.4	1422.7	386.3	965.75	955.75	1921.5	110	931.5	100	m27	GI map rep 1	small intestine	B/a	small intestine_B/a	5	89	uninfected	small intestine_B/a_uninfected_89	G8	42920	3.012	P3_A6
GIMap_P3_Aq.Org_Mixed_A2.mzXML.Peak.area	457	1028.5	1170.8	142.3	355.75	345.75	701.5	110	711.5	100	m27	GI map rep 1	stomach	C	stomach_C	4	89	uninfected	stomach_C_uninfected_89	G10	42920	27.36	P3_A2
GIMap_P3_Aq.Org_Mixed_A4.mzXML.Peak.area	459	1044.1	1086.9	42.8	107	97	204	110	214	100	m27	GI map rep 1	stomach	A	stomach_A	2	89	uninfected	stomach_A_uninfected_89	G12	42920	-17.19	P3_A4
GIMap_P1_SI_Aq.Org_Mixed_A5.mzXML.Peak.area	46	1004.3	1217.8	213.5	533.75	523.75	1057.5	110	1067.5	100	m3	GI map rep 1	small intestine	C	small intestine_C	6	12	uninfected	small intestine_C_uninfected_12	D11	42844	9.284	P1_A5
P1_Aq.Org_Mixed_C1.mzXML.Peak.area	460	1040.8	1073.5	32.7	81.75	81.75	163.5	110	163.5	100	m27	GI map rep 1	oesophagus	NA	oesophagus_NA	1	89	uninfected	oesophagus_NA_uninfected_89	H1	42920	-12.27	P1_C1
GIMap_P2_LI_Aq.Org_Mixed_C7.mzXML.Peak.area	463	1040.1	1087.2	47.1	117.75	107.75	225.5	110	235.5	100	m28	GI map rep 1	large intestine	C	large intestine_C	13	89	infected	large intestine_C_infected_89	A3	42920	901.7	P2_C7
GIMap_P2_LI_Aq.Org_Mixed_C8.mzXML.Peak.area	464	1036.5	1113.2	76.7	191.75	181.75	373.5	110	383.5	100	m28	GI map rep 1	large intestine	B	large intestine_B	12	89	infected	large intestine_B_infected_89	A4	42920	14130	P2_C8
GIMap_P2_LI_Aq.Org_Mixed_C9.mzXML.Peak.area	465	1044.3	1182.3	138	345	335	680	110	690	100	m28	GI map rep 1	large intestine	A	large intestine_A	11	89	infected	large intestine_A_infected_89	A5	42920	2810	P2_C9
GIMap_P2_LI_Aq.Org_Mixed_C10.mzXML.Peak.area	466	1042.1	1215.6	173.5	433.75	423.75	857.5	110	867.5	100	m28	GI map rep 1	cecum	NA	cecum_NA	10	89	infected	cecum_NA_infected_89	A6	42920	2108	P2_C10
GIMap_P3_SI_Aq_A8.mzXML.Peak.area	468	1047.8	1125.1	77.3	193.25	183.25	376.5	110	386.5	100	m28	GI map rep 1	small intestine	F	small intestine_F	9	89	infected	small intestine_F_infected_89	A9	42920	135.5	P3_A8
GIMap_P3_SI_Aq_A9.mzXML.Peak.area	469	1035.7	1168.3	132.6	331.5	321.5	653	110	663	100	m28	GI map rep 1	small intestine	E	small intestine_E	8	89	infected	small intestine_E_infected_89	A10	42920	637.8	P3_A9
GIMap_P1_SI_Aq.Org_Mixed_A6.mzXML.Peak.area	47	996.7	1195.8	199.1	497.75	487.75	985.5	110	995.5	100	m3	GI map rep 1	small intestine	B/a	small intestine_B/a	5	12	uninfected	small intestine_B/a_uninfected_12	D12	42844	20.54	P1_A6
GIMap_P3_SI_Aq_A10.mzXML.Peak.area	470	1029.1	1248.2	219.1	547.75	537.75	1085.5	110	1095.5	100	m28	GI map rep 1	small intestine	D	small intestine_D	7	89	infected	small intestine_D_infected_89	A11	42920	324.1	P3_A10
GIMap_P3_SI_Aq_A11.mzXML.Peak.area	471	1033.4	1362.6	329.2	823	813	1636	110	1646	100	m28	GI map rep 1	small intestine	C	small intestine_C	6	89	infected	small intestine_C_infected_89	A12	42920	42.34	P3_A11
GIMap_P3_SI_Aq_A12.mzXML.Peak.area	472	1051.4	1449.9	398.5	996.25	986.25	1982.5	110	992.5	100	m28	GI map rep 1	small intestine	B/a	small intestine_B/a	5	89	infected	small intestine_B/a_infected_89	B1	42920	58.5	P3_A12
GIMap_P3_Aq.Org_Mixed_A6.mzXML.Peak.area	474	1044.8	1280.6	235.8	589.5	579.5	1169	110	1179	100	m28	GI map rep 1	stomach	C	stomach_C	4	89	infected	stomach_C_infected_89	B3	42920	578.7	P3_A6
GIMap_P3_Aq.Org_Mixed_A7.mzXML.Peak.area	475	1028.5	1127.1	98.6	246.5	236.5	483	110	493	100	m28	GI map rep 1	stomach	B	stomach_B	3	89	infected	stomach_B_infected_89	B4	42920	1458	P3_A7
GIMap_P3_Aq.Org_Mixed_A8.mzXML.Peak.area	476	1033	1089.5	56.5	141.25	131.25	272.5	110	282.5	100	m28	GI map rep 1	stomach	A	stomach_A	2	89	infected	stomach_A_infected_89	B5	42920	1295	P3_A8
P1_Aq.Org_Mixed_C2.mzXML.Peak.area	477	1051.3	1083.2	31.9	79.75	79.75	159.5	110	159.5	100	m28	GI map rep 1	oesophagus	NA	oesophagus_NA	1	89	infected	oesophagus_NA_infected_89	B6	42920	317.2	P1_C2
P1_Aq.Org_Mixed_A1.mzXML.Peak.area	48	996.7	1012.6	15.9	39.75	39.75	79.5	55	79.5	50	m3	GI map rep 1	oesophagus	NA	oesophagus_NA	1	12	uninfected	oesophagus_NA_uninfected_12	E5	42844	-0.04578	P1_A1
GIMap_P2_LI_Aq.Org_Mixed_C12.mzXML.Peak.area	480	1047.7	1141.2	93.5	233.75	223.75	457.5	110	467.5	100	m29	GI map rep 1	large intestine	C	large intestine_C	13	89	infected	large intestine_C_infected_89	B9	42920	184.5	P2_C12
GIMap_P2_LI_Aq.Org_Mixed_D1.mzXML.Peak.area	481	1036.1	1103.5	67.4	168.5	158.5	327	110	337	100	m29	GI map rep 1	large intestine	B	large intestine_B	12	89	infected	large intestine_B_infected_89	B10	42920	488.8	P2_D1
GIMap_P2_LI_Aq.Org_Mixed_D2.mzXML.Peak.area	482	1036.4	1140.7	104.3	260.75	250.75	511.5	110	521.5	100	m29	GI map rep 1	large intestine	A	large intestine_A	11	89	infected	large intestine_A_infected_89	B11	42920	2406	P2_D2
GIMap_P2_LI_Aq.Org_Mixed_D3.mzXML.Peak.area	483	1028.6	1182.2	153.6	384	374	758	110	768	100	m29	GI map rep 1	cecum	NA	cecum_NA	10	89	infected	cecum_NA_infected_89	B12	42920	1141	P2_D3
GIMap_P3_SI_Aq.Org_Mixed_B2.mzXML.Peak.area	485	1033.8	1093.9	60.1	150.25	140.25	290.5	110	300.5	100	m29	GI map rep 1	small intestine	F	small intestine_F	9	89	infected	small intestine_F_infected_89	C2	42920	618.2	P3_B2
GIMap_P3_SI_Aq.Org_Mixed_B3.mzXML.Peak.area	486	1040.2	1128.6	88.4	221	211	432	110	442	100	m29	GI map rep 1	small intestine	E	small intestine_E	8	89	infected	small intestine_E_infected_89	C3	42920	10680	P3_B3
GIMap_P3_SI_Aq.Org_Mixed_B4.mzXML.Peak.area	487	1039.9	1263.2	223.3	558.25	548.25	1106.5	110	1116.5	100	m29	GI map rep 1	small intestine	D	small intestine_D	7	89	infected	small intestine_D_infected_89	C4	42920	603.1	P3_B4
GIMap_P3_SI_Aq.Org_Mixed_B5.mzXML.Peak.area	488	1038.1	1324.6	286.5	716.25	706.25	1422.5	110	1432.5	100	m29	GI map rep 1	small intestine	C	small intestine_C	6	89	infected	small intestine_C_infected_89	C5	42920	128.7	P3_B5
GIMap_P3_SI_Aq.Org_Mixed_B6.mzXML.Peak.area	489	1028.3	1431.3	403	1007.5	997.5	2005	110	1015	100	m29	GI map rep 1	small intestine	B/a	small intestine_B/a	5	89	infected	small intestine_B/a_infected_89	C6	42920	309.6	P3_B6
GIMap_P3_Aq.Org_Mixed_A10.mzXML.Peak.area	491	1029	1160.9	131.9	329.75	319.75	649.5	110	659.5	100	m29	GI map rep 1	stomach	C	stomach_C	4	89	infected	stomach_C_infected_89	C8	42920	183	P3_A10
GIMap_P3_Aq.Org_Mixed_A11.mzXML.Peak.area	492	1039.1	1124.5	85.4	213.5	203.5	417	110	427	100	m29	GI map rep 1	stomach	B	stomach_B	3	89	infected	stomach_B_infected_89	C9	42920	330	P3_A11
GIMap_P3_Aq.Org_Mixed_A12.mzXML.Peak.area	493	1028.6	1060.6	32	80	70	150	110	160	100	m29	GI map rep 1	stomach	A	stomach_A	2	89	infected	stomach_A_infected_89	C10	42920	144.6	P3_A12
P1_Aq.Org_Mixed_C3.mzXML.Peak.area	494	1040.5	1071.4	30.9	77.25	77.25	154.5	110	154.5	100	m29	GI map rep 1	oesophagus	NA	oesophagus_NA	1	89	infected	oesophagus_NA_infected_89	C11	42920	87.05	P1_C3
GIMap_P2_LI_Aq.Org_Mixed_D5.mzXML.Peak.area	497	1033.5	1115.4	81.9	204.75	194.75	399.5	110	409.5	100	m30	GI map rep 1	large intestine	C	large intestine_C	13	89	infected	large intestine_C_infected_89	D2	42920	176	P2_D5
GIMap_P2_LI_Aq.Org_Mixed_D6.mzXML.Peak.area	498	1050.9	1131	80.1	200.25	190.25	390.5	110	400.5	100	m30	GI map rep 1	large intestine	B	large intestine_B	12	89	infected	large intestine_B_infected_89	D3	42920	119.4	P2_D6
GIMap_P2_LI_Aq.Org_Mixed_D7.mzXML.Peak.area	499	1033.8	1138.5	104.7	261.75	251.75	513.5	110	523.5	100	m30	GI map rep 1	large intestine	A	large intestine_A	11	89	infected	large intestine_A_infected_89	D4	42920	138.5	P2_D7
GIMap_P2_Aq.Org_Mixed_A2.mzXML.Peak.area	50	1002	1151.5	149.5	373.75	363.75	737.5	110	747.5	100	m3	GI map rep 1	stomach	C	stomach_C	4	12	uninfected	stomach_C_uninfected_12	E2	42844	17.45	P2_A2
GIMap_P2_LI_Aq.Org_Mixed_D8.mzXML.Peak.area	500	1044.7	1166.1	121.4	303.5	293.5	597	110	607	100	m30	GI map rep 1	cecum	NA	cecum_NA	10	89	infected	cecum_NA_infected_89	D5	42920	1414	P2_D8
GIMap_P3_SI_Aq.Org_Mixed_B8.mzXML.Peak.area	502	1048	1207.9	159.9	399.75	389.75	789.5	110	799.5	100	m30	GI map rep 1	small intestine	F	small intestine_F	9	89	infected	small intestine_F_infected_89	D7	42920	72.13	P3_B8
GIMap_P3_SI_Aq.Org_Mixed_B9.mzXML.Peak.area	503	1041.8	1152	110.2	275.5	265.5	541	110	551	100	m30	GI map rep 1	small intestine	E	small intestine_E	8	89	infected	small intestine_E_infected_89	D8	42920	-3.118	P3_B9
GIMap_P3_SI_Aq.Org_Mixed_B10.mzXML.Peak.area	504	1047.5	1324.6	277.1	692.75	682.75	1375.5	110	1385.5	100	m30	GI map rep 1	small intestine	D	small intestine_D	7	89	infected	small intestine_D_infected_89	D9	42920	26.07	P3_B10
GIMap_P3_SI_Aq.Org_Mixed_B11.mzXML.Peak.area	505	1035	1315.3	280.3	700.75	690.75	1391.5	110	1401.5	100	m30	GI map rep 1	small intestine	B/a	small intestine_B/a	5	89	infected	small intestine_B/a_infected_89	D10	42920	33.16	P3_B11
GIMap_P3_Aq.Org_Mixed_B2.mzXML.Peak.area	508	1038.6	1239.9	201.3	503.25	493.25	996.5	110	1006.5	100	m30	GI map rep 1	stomach	C	stomach_C	4	89	infected	stomach_C_infected_89	D12	42920	293.5	P3_B2
GIMap_P3_Aq.Org_Mixed_B3.mzXML.Peak.area	509	1038.5	1086.8	48.3	120.75	110.75	231.5	110	241.5	100	m30	GI map rep 1	stomach	B	stomach_B	3	89	infected	stomach_B_infected_89	E1	42920	133.2	P3_B3
